stars,body
"3,0","Artılar: Hissayatı güzel, ele oturuyor, tuşlar yeterli. Yazılımı sayesinde macro oluşturabilir ve hızını ayarlayabiliyorsunuz.Eksiler: 2 aylık normal kullanımda yan taraftaki altıgen desenlerde açılmalar oluştu.Çok uzun süreli dayanmayacak bir ürün."
"5,0",bence yüksek bir fiyat ama günümüzün piyasasına göre aslında normal makro kullanımı autocad benzeri uygulamalrda kullandım fare denildiği kadar küçük değil uygulaması hakkında söyliyeceğim tek şey çok kolay olduğu herkes kullanabilir
"4,0",Tek bir şey söyleyeceğim 9 tuşu olması inanlımaz iyi birşey. Biri bozulunca diğerine geçiyorum. Bozulan tuşuda makro tuşu yapıyorum genelde.
"5,0",Elimdeki g300s eskidiği için bi tane eaha aldım eliniz küçükse oldukça ergonomik dpi aralığı benim için yeyerliydi sipariş tarihinde geldi paketleme iyiydi ilkbaşlarda tekeri biraz sert oluyo tek sorunu bu denebilir
"5,0",Ürün gayet kullanışlı tek bir tuşla istediğiniz profile geçip istediğiniz makrolarınızı kullanabiliyorsunuz bu fiyata bulunabilicek en iyi mouse buLogitechin müşteriye verdiği önemi zaten biliyoruz tavsiye ederim
"3,0",Once Amazon'a tesekkur. Aksam gec vakit siparis ver ertesi gun ogleye urunler elinde.Urun: Oglum kullaniyor. Oyun icin aldik. Ayni mouse sag tus switch bozuldu. Yine aynisini aldik
"3,0",Fiyatina göre ideal ama eskidi bu mouse artik almanizi onermem alternatiflere bakin
"5,0",Hızlı ve sorunsuz geldi. Paketlemeye özen gösterilmiş ilk amazontr alışverişim oldu. Memnun kaldım tavsiye ederim. Msı Clutch 10 dan geçtim biraz ufak geldi ama makrosu ve kullanım hissi gayet başarılı.
"5,0",Hızlı kargo mükemmel ürün
"4,0",Kargo inanılmaz hızlıydı.Akşam sipariş edip sabah geldi. 12 saatte kargom elimdeydi.Ürün cs oynayanlar için uygun bir ürün değil. Daha yüksek Dpı li bir fare almak daha mantıklı. Hafif. Işıkları 8 ren kseçeneği var niye anlamadım yani :D
"4,0",akıcılığıi tıklama hissiyatı gayet güzel. uzun  süre kullanımda ürün kalitesi nasıl olur bilmiyorum ama iyi ki almışım dedirtti. Amazon prime farkıyla 24 saat geçmeden elime ulaştı. Teşekkürler
"5,0",Arkadaşıma doğum günü hediyesi olarak aldım çok beğendi her oyun oynadığında dua ediyordur umarım 😂
"4,0",Boyut olarak küçük geldi onun haricinde makro tuşları ve basış hissiyatı olarak gayet ideal çok lüks mouselar kullanmadığım için bana iyi gelmiş olabilir
"5,0",Ofiste kısayolları kullanmak için kullanıyorum.Ben dahil 6 kişi memnuniyetle kullanıyoruz.
"5,0","Ele cuk oturan tasarımı, kolay ayarlama yapılması, renk çeşitliliği ve Logitech kalitesi"
"5,0","Ergonomik, işlevsel ve abartılı fiyatlarda değil. Abartılı, şatafatlı, çocuk gibi bir görüntüsü yok olmasını da istemediğim için almıştım. 2. Kez sipariş ettim iş yerinde kullanmak için"
"5,0",Bu kadar hızlı bir kargo görmEdim hElal olsun gEcE 10 da sipariş vErdim sabah 10 da kargo gEldi ürünü zatEn biliyorum kullanıyordum harika tEşEkkürlEr
"1,0",aslında model olarak çok iyi mause ama aşırı kalitesiz malzemeden yapılmış. 2 kere aynı modeli kullandım. sonuncusunda 2 ayda temassızlık yaşamaya başladı. ikincisi de 3-4 ayı doldurmadan bozuldu. kesinlikle önermem. bu fiyatı hak etmiyor.
"4,0",özellikle oyuncular için harika bir mouse her türlü programala yapılabiliyor. youtubede bir çok videosu var. Tıklama sesi yüksek elde duruşu ve görüntüsü güzel tavsiye ederim.
"4,0","Bu fiyata alınabilecek en iyi ürün.5 yıl kullandım tekrardan aynısını aldım,gayet güzel mouse."
"5,0",siparişi verdiğim günün ertesi günü elime ulaştı hızlı teslimat ve piyasaya göre en uygun fiyat memnun kaldım teşekkürler alacak arkadaşlara tavsiye ederim
"5,0",Çok fonksiyonel bir mouse. Kesinlikle tavsiye ediyorum.
"5,0","Daha önce 4 sene boyunca kullandım, ömrü tükendiği için bozuldu ve tekrar aldım. Rahat kullanımı ve fiyatı piyasadaki en iyi farelerden biri yapıyor."
"5,0",Mause sıkıntısız elime ulaştı Pazartesi bekliyordum Pazar geldi Kolay gelsin kargo şirketi ile.. kurulumu felan hallettim herhangi bir sıkıntı gözükmüyor teşekkür ettim
"5,0",Merhabalar ben bu mouse'u aldım fakat geri iade ettim. Sebebi ise şudur; mouse benim elime küçük geldi.Onun dışında makro tuşları ve mouse'un kendi driverları baya güzeldi.
"5,0","Ürünü zaten biliyordum, siparişimi dün verdim bugün elimde, hemen kullanmaya başladım. Hızlı teslimat için teşekkür ederim"
"5,0",Beklediğim gibi Logitech farkı parasının her kuruşunu hakediyor bu arada amazona teşekkürler 1 günde geldi
"5,0","Özellikle oyunlar ve photoshop kısayolları için tercih ediyorum, harika bir mouse..."
"5,0",2013 den beri hep kullandığım mouse. Amazondan alışveriş yaptım ve gayet hızlı bir şekilde aynı zaman da güvenli bir şekilde de ürünü teslim aldım.
"5,0",Fiyat performans olarak gayet güzel 👍🏼
"5,0","Ürün gayet güzel, şık. Çift el kullanımı olması iyi. oğluma oyuncu bilgisayarı için aldım. Çok iyi olduğunu söyledi. Tavsiye ederim."
"4,0",Üründe tek sıkıntı sol tık basmadan hafif dokunduğunuzda içindeki metale  çarparak ses veriyor sabit değil.
"3,0","farenin hissiyatı güzel iki el için uygun ama eli büyük olanlar için örnek ben, yanlışlıkla yanlardaki tuşlara basmanız çok olağan. bu olaydan başka güzel fare"
"5,0",G300s model mouse nerdeyse 2015den beridir kullanıyorum sağolsun logitech destek birimi 2 kez mouse bozuldu diye sıfırını yolladı ömürlük bir mouse.
"5,0","G300s’i 6 yıldır kullanıyorum, elim alıştığı için başka mouse kullanmam mümkün olmuyor. Oyun oynamak için fazlasıyla yeterli."
"3,0","Biraz denedim, kullandım fakat beklentimi tam karşılamadı. En başta malzeme kalitesi tatmin etmedi. Onun dışında fena değil."
"5,0","2015de almıştım 5 yılı geçkin kullanmıştım optiği bozulduğu için tekrar aldım, ürünüm 1 günde elime ulaştı çok başarılı paketlenmiş Amazona teşekkür ediyorum."
"5,0",Kargo çok hızlıydı salı günü sipariş ettim perşembe günü elime ulaştı. Eli küçük olanlara tavsiye ederim eliniz büyükse sağ tuşa basmakta zorlanabilirsiniz
"1,0",Ürünün tuşları 6 ayda bozuldu . Üstelik Aktif kullanmama rağmen . Kimseye tavsiye etmiyorum
"5,0",Ben bu kadar hızlı kargo görmedim umarım nazar değmez ürün kaliteli zaten yazmaya gerek yok ama Amazon gerçekten tebrikler
"5,0",Ürünü biraz araştırarak aldım ve fiyatına göre en iyisinin bu olduğuna kanaat getirdim. Logitech'in gamer ürünlerinde ki kalitesi zaten tartışılmaz.
"4,0",Dandik bir mouse kullanırken buna geçtim. Taktım iş görür beğendim açıkçası. 1.5 günde geldi istanbul içi.
"5,0",ele oturan ufak bir yapısı var. güzel bir mouse tavsiye ederim.
"4,0",Bir yıldız kırma sebebim örgü kablo olmamasından dolayı. Onun haricinde gayet güzel kişileştirmesi de harika bence. Yani kısacası tavsiye ederim.
"5,0",Ürüünü dün akşam saatlerinde sipariş vermeme rağmen bu sabah elime ulaştı. Biraz küçük ama çok kullanışlı kısaca :)
"5,0",Kısa bir sürede elime ulaştı. Zaten logitech gibi dev bir markadan bahsediyoruz. Güzel mouse tavsiye ederim f/p ürünü
"5,0","Eskisini, üzerine üstü camlı demir orta sehpa devrilmeden önce beş yıldır kullandığım fare."
"5,0",Oyun için fare bakıyorsanız düşünmeyin. Fiyat olarak uygun ve kullanışlı.
"1,0",Ürün kutusuz naylon içerisinde geldi. Üzerinde daha önce kullanan kişinin el kiri duruyor.Kullanılmış ürün göndermişsiniz.
"5,0","Keşke daha önceden alıp kullansaydım. Güzel ürün arkadaşlar. Metin2,lol,knight gibi oyun oynayanlar için arkanıza bakmadan alın"
"5,0",Erkek arkadaşıma hediye olarak aldım. Çok beğendi. İnanılmaz kaliteli bir ürün
"1,0",Severek kullandığım eski g300s'im bozulduğu için yenisi aldım ama aynı performansı alamadım. 2. ayda çöp oldu mouse
"4,0",eli büyük olanlar zor alışabilir onun dışında kalitesi iyi fiyatına göre
"5,0",Umarim amazon tüm sektörü tekeline toplar.Hızlı ve güvenilir. Ürün için söylenecek çok fazla bir şey yok G300s fiyat performans olarak bir numara.
"5,0","Daha önce de G300s kullanıyordum, kesinlikle çok iyi bir mouse. Hem oyun hem Photosop için ideal."
"5,0",Tuşların yerleri gayet güzel. Tek sorunu en fazla/en az üç mod kullanma zorunluluğu. Bence alınmasında hiçbir sakınca yok.
"5,0",Eskiden de kullanıyordum başka mouse alıp alışamadım yine bundan aldım. Kargo 8 saatte kapima geldi teşekkürler
"5,0","Ürün çok kullanışlı ve sağlam,bir çok tuşunun olması ve bunlara ayrı ayrı komut atanabilmesi güzel.Kesin tavsiye."
"5,0",Güzel maus optik maus olarak da geçiyor hareketlerinizi çok iyi takip ediyor sadece tek bir eksigi var benim açımdan tabi elime çok azcık kücük geldi :D
"4,0",Kalite hissiyatı yok her an elinizide kalacak gibi hissettiriyor. Makrosu gayet iyi ama o tuşlarda her an bozulabilir duruyor. imkanınız var ise üzerine biraz daha koyup daha iyi bir mouse almanız iyi olur.
"5,0",lol oynuyorsanız size göre değil sağ click ömrü çok uzun değil onun dışında pek sıkıntısı yok öneririm pişman olmazsınız.
"5,0",Küçük ama kullanışlı
"1,0",Oyun oynarken silahlı oyunda ateş ederken takılı kalıyor sürekli ateş ediyor oyunda mı problem var diye başka oyuna geçtim ama hala aynı mouse bozuk.
"1,0",Tam 2 3 ay içinde bozuluyor maouse güzel çok aldım hepsi sorun oldu o süre zarfındaSıkıntılı.
"5,0",aynı ürün elimde vardı csgo yüzünden darbeler aldı 2 günde elime ulaştı çok hızlı ve güvenli
"5,0",kaliteli bir ürün...
"5,0",Ürün güzel. Tuşların hissiyatı iyi. Tuşlara rahatlıkla ulaşabilirsiniz. Üst düzey beklenti içine gitmeyin. 30$ bir şey anca böyle olur.
"5,0",Güzel ürün. Kargo da çok hızlı geldi. Teşekkürler.
"4,0",ürün gayet iyi ama dpi belli aralıklarda oluyor ben full 400 dpi kullanırdım bunda olmuyor ama geri kalan her şey için gayet başarılı.
"5,0",17 Aralıkta sipariş verdim 19 Aralıkta ürün elimdeydi.Ürün paketlemesi güzeldi.Ürün elinize biraz küçük gelebilir.
"5,0",Knıght online oyun için on numara bi mause herkeze tavsiye ederim g300s i
"5,0",Oldukça güzel paketlenmişti. Mouse un yaklaşık 5-6 bin minumum tıklama ömrü olduğunu bunun sizin kullanma şeklinize göre artacağınızı bilmenizde fayda var.
"2,0",Ürün resdimdeki rengi gelmedi alakasız bir renk geldi
"5,0",Göründüğünden küçük ama çok iyi.Renkleri ve dpi'ı 3 farklı profilde yazılımıyla 3³²333iyor.
"4,0",Gayet kullanışlı ve kaliteli bir ürün oyunlar için çok yardımcı oluyor faydalı ürün
"3,0",Kibar ama kablosu c4 kablosu gibi oyunda felan olursa gerçekleri hissedin demiş
"4,0",Bayağı tutulan bir model
"4,0","aynisindan vardı, oyunlarda fazla kullanımdan sol tık bozuldu, tekrar aldım.Fiyat performans ürünü"
"5,0",beklediğimden güzel geldi kutusu sarılısı herşeyi güzel çok beğendim teşekkür ederim
"5,0",bayıldım
"5,0",Ürün Çok Hızlı ulaştı elime on numara...
"3,0",Kullanışı rahat ama usb kablosu çok kötü 2 kere bozuldu temassızlıktan daha kaliteli yapabilirler
"1,0",Ürün arızalandığı için iade ettim. Bana denk gelmiş olabilir memnun değilim.
"5,0",hatalı bir pcden Ön usb kullandığım için bozuldu mouse aynısından yine aldım.
"5,0",Fare değil bildiğin kaplan bu
"5,0",Gayet iyi sadece kırmızı yerine beyaz ledli
"1,0","Ürünün Scroll butonu kusurlu, özellikle aşağı kaydırırken yüksek ses çıkarmakta."
"2,0","Ürün avuca küçük, 12 yaşındaki oğluma göre bile."
"5,0",oyun oynamak için aldım fiyatına göre baya iyi
"1,0",Daha alalı 3 ay olmadan aynı gün içinde hem sağ hem sol buton bozuldu.
"5,0",Bu siteden İlk defa alışveriş yaptım memnun oldum teşekkür ederim
"5,0",güzel ürün hızlı kargo daha ne diyeyim teşekkürler
"3,0",tuş takılıyor
"5,0",Ürün ele tam oturuyor kullanımı ve macro ayarları gayet kolay ve pratik.
"5,0",gayet güzel bir fare hiç düşünmeden alabilirsiniz
"5,0",Ürün sağlam elime ulaştı hiç bir sıkıntı yaşamadım.
"5,0",şu dönemde en iyi mouse!
"5,0",Eli küçük olanlar için efsane bir mouse
"5,0",Çok hızlı geldi. Teşekkürler. Ürün birebir aynı.
"5,0",Ürün teslimatı çok hızlıydı ürün gayet kaliteli çok memnun kaldım
"5,0","Ürün çok güzel, harika.Teslimat çok hızlı. Ürünün siparişini verdikten 2 gün sonra elime ulaştı"
"5,0",Daha iyisi yok
"5,0","Fiyatina gore gayet basarili bir urun, solaklar icin tavsiye ederim"
"5,0",ürün beklediğimden daha iyi geldi çok memnunum
"5,0",Oyun için aldım oldukça güzel bir ürün.Yaninda mouse pad yok sadece daha güzel olurmuş.
"5,0","Gayet güzel , kullanışlı , fiyat performans ürünüdür."
"5,0",fiyat performans cok iyi
"5,0",Çok güzel bir mouse herkese öneririm alın aldırın :)
"5,0",LOGİTECH KALİTESİ ANLATMAYA GEREK YOK YAŞAMAK LAZIM :)
"5,0",Tesekkurler
"5,0",Hızlı kargo geldi . Çok iyi mouse zaten.
"5,0",Boyutu çok iyi ve kalite bakımdan mükemmel
"5,0",Mükemmel
"1,0",Para iadesi yapılmadı hala
"5,0",Güzel
"5,0",para performans baya iyi
"5,0",Süper hızlı kargo ürün iyi
"5,0",Ok
"4,0",İşimi görüyor.
"5,0",Good
"5,0",mouse inanılmazzz güzel
"4,0",Oyun için alacaksanız eğer biraz hafif onun dışında gayet kullanışlı ve kaliteli.
"5,0","Ürün fiyatına göre gayet güzel, şık ve kullanışlı. Ayrıca gönderim hızlıydı"
"5,0",Başarılı
"5,0",Güvenilir
"5,0",Güzel Hafif fare
"5,0",Fiyat performans yönünden en iyisi.
"5,0","Saçma sapan yorumlar yazmayın. Dpi kimine az gelebilir, 1080p ekranda 1500dpi da gayet akıcı kullanıyorum. bu ürün nereden baksanız 4 yıldır piyasada. 3 yıldır kullanıyorum. Yazılım, oyun bir sürü işte kullandım. Gram sorun yok. Kablosu falan örgülü değil ama gayet sağlam. Sürekli bükerseniz her kablo gibi ömrü azalır. Bu kadar laf edecekseniz gidin wireless mouse alın. 200 tl altında alabileceğiniz en iyi 2 3 mouse tan biridir."
"5,0","Yaklaşık 4 yıldır aktif bir şekilde kullandığım mouse.Bir çok online oyunda hassas algılaması ve hızı sayesinde kesinlikle bir adım önde başlatıyor.Makro ayarlanabilir tuşlar için çok fazla yorum yapmaya gerek yok. Klasik bir durum. sağ sol ve orta roll harici 6 tuş daha mevcut. yani 9 tuş.renk değişme özelliği sayesinde görenlerin dikkatini çeken tasarımı mevcut. görsel olarak iyi.ele oturma anlamında tam bir cambaz. sanki elinizden kayacak dediğiniz anda tam olması gerektiği gibi tepki verebiliyorsunuz. sanırım mouseların nissan skyline'ı benim için. yan tutma kısımları elinizden kaymaması için özel dizayn edilmiş hoş bir dokusu var.hem iş hem oyun olarak 4 yıldır kullandığımı düşünürseniz daha bir noktasında boya bozulması , soyulma, kozmetik hasar olmadı.başka diyecek sözüm yok."
"4,0",4-5 yıldır kullanıyorum ve her sene ve ya 1.5 yılda bir yenisini almak zorunda kalıyorum. Çünkü sağ click bozuluyor. Millette başka sorunlar olmuş ama bende sadece click sorunu vardı. Ama bu sene kendimi ödüllendirip g305 e geçiş yapıcam sanırım. Az veriyim her sene yenisini alırım derseniz ve elleriniz çok büyük değilse sizin için en iyi cihaz bu.
"4,0","3,5 senedir kullanmaktayım. 2 sene dolmaya yakın sağ tıkta kronik sorun başladı. Servise gönderdim düzeldi. 1,5 sene sonra aynı sıkıntı tekrar başladı. Siz 1 kere basıyorsunuz o 2 kez basmış gibi algılıyor. Dürbün açmak için basıyorsunuz aç-kapa yapıyor. 9 tane programlanabilen tuş çoğu farede yoktur. Bu tuşlara istediğinizi atayın. Bombalar, zıplama tuşu, harita tuşu hepsini mouse'dan kolay yapıyorum. Klavyede el pozisyonumu hiç değiştirmediğim için daha seri tepki verebiliyorum."
"1,0",Beyler fiyatına bakıp kanmayın Yazılımı zaten sorunlu ama en büyük sorunu 2 yıl doldurduktan sonra lazer sıkıntısı ki titremeye başlıyo yerinizde hiç kıpırdatmazken kendi kendine kıpırdıyor. 2. sorun sol click sorunu. Basılı kalmalar başlıyo 3. sorun sağ click basmamaya başlıyor :D şaka gibi bişey bu.
"5,0",Yorumları okudum herkes 3-4 ayda tuşlarda sorun veriyor yazmış.Fakat Ben 4 yıldır kullanıyorum(5 yıl da olmuş olabilir) bu fareyi hiç bir sorun yaşamadım hala da ilk günkü gibi çalışıyor.
"3,0",Bu mouse şu dönemde alan net araştırmadan alan insandır.Her gün oyun oynuyorum mouse'a sevgilim gibi davrandım ama o bana işkenceler çektirdi. KÖTÜ DEĞİL AMA ŞUAN ALINMAZ.
"5,0",Fiyatına göre gayet güzel bir fare. Mouse pad ile olan paketini almak daha mantıklı bence.
"3,0",Çok küçük g203 oyun için daha uygun
"5,0","Yıllar önce G300Si almıştım ve yıllarca kullanmıştım. Fakat çok düşürdüğüm için artık hali kalmamıştı. Yeni bir mouse almaya karar verdim ve bi ton para verip steelseriesin ağırlıklı mouselarindan aldım. Oyuncu olduğum için oyun mouseu almanın mantıklı olacağını düşünmüştüm. Fakat steelseries beni hayal kırıklığına uğrattı, içerisindeki yapışkan akıp duruyor. O nedenle yıllarca kullandığım bu mükemmel mouseu tekrar almaya karar verdim ve iyi ki de öyle yapmışım. Gerçekten alınabilecek en iyi mouse, oyun için de ideal. Uzun yıllar kullanabilirsiniz."
"5,0",Amazona çok teşekkür ederim. Cuma günü sipariş verdim Pazartesi 11'de elime ulaştı. Cumartesi Pazar günleri yasak olmasa 24 saatten kısa sürede elimde olacaktı (Amazon Prime sahibiyim.)Ürünü 2016'da almıştım gayet memnun bir şekilde tam 5 sene kullandım. 5. yılın  sonlarına doğru mouse tıklarında seyrelme başladı. Mouse tuşlarının yan kısmına kağıt sıkıştırarak sorunsuz şekilde kullanmaya devam ettim. İstesem herhalde 1-2 sene daha bu şekilde kullanabilirdim ama yenisini almak istedim. Ürün malzeme kalitesi olsun hissiyatı olsun her açıdan mükemmel. Umarım bi 5 sene daha kullanabilirim. USB 3.0 destekliyor.
"5,0","15 yaşındaki oğlum için aldım.Kendisi zor beğenir.Aldığı günden beri elinden düşürmüyor.Kablolu olduğu için pil, bağlantı vb. sorunlar da yok.Teşekkürler..."
"5,0","Uzun süredir kullanıyorum tek beğenmediğim yanı kablolu olması. Ve olan kablosu da örgülü bi kablo olsaydı daha güzel olurdu. İlerde sorun yaşamam umarım kablodan. Haricinde her tuşu özelleştirmek, Hem kendi hafızasının olması ve kendi hafızasına 3 ayar desteklemesi beni mutlu eden yanları. Ayrıca 9 tane tuş olması fps oyunlarında 3 adım öne kesinlikle sizi atıyor."
"5,0",Çok güzel fare fakat yan tuşların sağ sol clik üzerinde olması çok büyük handikap. Ben sırf o yüzden oyun oynarken rahat edemediğim için eşime verdim. orta boy bir fare o yüzden Avucunuz büyükse tavsiye etmem.
"5,0","Kullanışlı bir fare. Oyuncular için de ideal bu fiyata alınacak en iyi farelerden. Driver'ı gayet iyi ayrıca sağdaki tuşlarla kopyalama, yapıştırma, kesme gibi işlemleri yapabiliyorsunuz. Tavsiye ederim. Ayrıca Cumartesi sipariş verdim Pazartesi akşam olmadan geldi"
"5,0","Amazon prime sağolsun oldukça hızlı geldi, ürün gayet güzel paketlenmişti, herhangi bir yerinde sıkıntı yoktu. Mouse ise zaten kendini kanıtlamış bir mouse, gayet güzel kullanışlı. Kendi hafızasının olması ve aralarında geçiş yapabilmek ve bunu bu fiyatta yapabilmek insana daha bir mutluluk veriyor."
"5,0","Ele oturmuyor, küçük diyenler o kadar da küçük bir şey beklemesin gayet iyi bir el kavraması var (tabi eli büyük olanlar için değil). Her türlü işinizi görür. Logitech Gaming Software ile her türlü ayarlamasını yapabilirsiniz."
"5,0",Kargo inanılmaz hızlıydı akşam saatlerinde sipariş verdim 2 gün içersinide elime ulaştı. Daha önce de sol kliğinin switchi bozulana kadar yaklaşık 3 sene kadar kullanmıştım gayet kaliteli bir mouse. Küçük mouse tercih etmiyorsanız önermiyorum onun dışında gönül rahatlığıyla alabilirsiniz.
"5,0","G300 kullanıcısıydım. 7 yıl sonunda benim hatamdan dolayı farenin iç aksamını temizlerken bozdum. :) G300S serisi ile güncellenmiş. Bu model de gayet keyifli, zaten aynı serinin devamı. Tavsiye edilir. Bu mouse dert çeker, çok çalışır ama kolay kolay yolda bırakmaz."
"5,0","Tek sıkıntısı biraz küçük olması, ama zararı olmuyor. Oyunlarda akıcı ve grafik tasarım- montaj gibi durumlarda atamalar yaparak kolaylıkla işlemi gerçekleştirebilirsiniz ayrıca zamandan tasarruf sağlıyor. Oldukça beğendim :) Fiyatına göre on numara mouse."
"5,0",ben çok uzun senelerdir belki 10 senedir bu mouse alıyorum pc önceden saatıgım için onla beraber vermiştim en pahalı mouse dan daha güzel benim için hiçbir eksisini görmedim
"5,0",Amazon kalitesi ile sorunsuz alışveriş. Mouse güzel. Tek saçma gelen rgb olmasına rağmen renk geçişli kullanamıyorsunuz sadece geçerli olan profili göstermek için tek renk yanıyor
"5,0",Tekime hızı ve fps oyunlarda nişan alma hissi çok iyi fiyat olarak en iyi tepkimeye sahip fare bu fiyat aralığında bir fare arıyorsanız gözünüz kapalı tercih edebilirsiniz
"5,0",Elde tutma hissiyatı ve boyutu tam aradığım gibi. Kablo uzunluğu gayet uzun. Makro sayısı yeterli ve makro yaratma seçeneklerini çok beğendim. Kesinlikle öneririm.
"5,0",Başta mouse elime küçük geldi ama 1 hafta içinde alıştım bilgisayar uygulamasından ayarlar falan gayet iyi bir mouse
"5,0","abartıldığı kadar küçük değil eli ortalama üzerinde büyük biri olarak söylüyorum, ayrıca driver indirerek mouse’tan maksimum verim alınabilir."
"5,0","Fiyat performans ürünü, ofiste kullanıyorum. Hem şık duruyor hem de üzerindeki tuşları da epey kullanışlı."
"5,0","Yaklaşık dört ya da beş yıl kadar kullandım daha önce, onun yerine aldığım fare bozulunca bir tane daha aldım."
"5,0","Yıllardır kullandığım mouse, macro ihtiyacı hissettiğiniz oyunlarda logitech gaming software ile macro oluşturabilirsiniz."
"5,0","Teslimat hızlıydı, paketleme güzel yapılmış. Ürünü beğendi arkadaşım zaten daha önce de kullandığı bir üründü."
"5,0",Mouse harika . Kullanımı ele oturması özeleştirilebilir tuşları vs çok iyi. Tek sıkıntısı kablolu olması.
"5,0",Mükemmel urun. Ilk ciktigi 2013 de almistim tam 7 sene kullandim. Simdi tekrar aldim. Makrolari cok iyi
"5,0",Kaliteli bir mouse tavsiye ederim ayrıca hızlı kargo ve indirimli fiyat Amazon a teşekkürler 👍
"5,0",Çok kullanışlı. Tuş ataması ve kullanımı gayet rahat. Kaliteli bir ürün.
"5,0","Denedik, Logitech kalitesini burada da belli etmiş."
"5,0",Mükemmel bir mouse. Eli küçük ve orta boy olanlar için çok ideal . Ele tam oturuyor.
"5,0","Klasik bir donanım, tüm ihtiyacı karşılıyor, pürüzsüz kullanım."
"5,0",İsti kalitesini zaten belli ediyor.
"5,0",Urun cok kullanisli ve ergonomik tutusa sahip begendim
"5,0",daha önceden almıştım yine aldım çok güzel ideal fiyatta ürün
"5,0",Ürün gayet iyi. Siparişi verdim aynı gün elime ulaştı.👍🏻
"5,0",Yıllardır kullanıyorum yeğenime de aynısından aldım.
"5,0",Dpi ve ışık ayarları yapımı gayet iyiydi. Hızı da ideal.
"5,0",çok güzel moouse
"5,0",hızlı ve güvenli alış veriş kaliteli ürün
"5,0","Kullanışı çok rahat, uygulama kullanarak özelleştirilebiliyor. Üzerindeki her tuşa bir komut atanabiliyor. Üzerinde seçilebilecek renkler var ve oyunlarda ışıklar özel effektler kullanabiliyor. Fiyatının da uygun olması bu ürünü harika kılıyor."
"5,0","Hızlı gönderi. Oyuncular için ideal, hele ki ekstra tuş atama işini sevenler için."
"5,0",Yaklaşık 5-6 sene kullandıktan sonra artık tıklama sorunları olmaya başlamıştı. Tekrar satın almaya değer bir ürün. Özellikleri fazlasıyla iyi ve yeterli.
"5,0",G300 kullanıyordum attık teklemeye başladığında g300s aldım. Renk dışında hiçbir fark yok diyebilirim g300 gibi gayet rahat ve kullanışlı.
"5,0","Yıllardır kullandığım bir fare idi, önceki eskiyince tekrardan aldım. Logitech'in yazılımı üzerinden fare üzerindeki her tuşa komutlar (kopyala, yapıştır, kapat, yenile...) ya da doğrudan tuşlar (alt, enter, backspace...) atanabiliyor. Üstelik farenin her rengi ayrı bir kullanıcı modu gibi çalışıyor misal mavi renge tamamıyla yazı yazmak için kullandığınız kopyala, yapıştır vs. atayabilirken pembe renge tamamıyla oyunlarda kullandığınız alt, ctrl vs. gibi tuşları atayabiliyorsunuz. Yazılım üzerinden sonradan değiştirilebilecek üç renk seçiyorsunuz, bunlar arasında değişim yapılabiliyor (ışıksız, pembe, mavi ya da kırmızı, yeşil, beyaz gibi). Renk değiştiği anda (mouse üzerinden atadığınız bir tuşla yine) tuş atamaları da değişiyor, her renge atadığınız farklı hassaslıklar da dahil elbette ki buna. Farenin kendi belleğine kaydedildiği için fareyi birden fazla bilgisayarda aynı atamalarla kullanabiliyorsunuz. Yıllardır kullanıyorum, önceki beş yıla yakın bir sürede de iki ayrı kullanıcı görmüştü eski farem, bu da o kadar gider diye düşünüyorum. Önerilir. Görseldekinin aynısı geliyor, ortalama büyüklükte bir fare, ışığı tamamıyla kapatıp kullanabiliyorsunuz."
"5,0",Satıcıyı tavsiye ediyorum ürün sıfır paketli temiz geldi teşekkürler.
"1,0","Fiyatına göre kaliteli ürün. Yaklaşık 58 GB net kullanım alanı mevcut. Aldıktan sonra biçimlendirip kullanmaya başladım. Fakat aklınızda bulunsun Honor/Huawei marka telefonlarda dahili hafıza olarak kullanamıyorsunuz. Her ne kadar ayarlar kısmında dahili hafıza dese de uygulamalarınızı taşıyamıyorsunuz. Sadece video fotoğraf gibi şeyleri depolayabiliyorsunuz.12/09/20 düzenlemesi : Ürün bugün arıza çıkardı ve içindeki tüm fotoğraf ve videolarım gitti. Durduk yere ekranıma bildirim düştü ""bellek kartı hatası""diye sonrasında arızalandı. Biçimlendirsem de yine de düzelmedi. Alacak kişilere uzun kullanım testi gibi bir yorum olsun."
"4,0","Siparişi, sd card ile birlikte card adaptörü de var diye vermiştim hem de 2 adet. Ama her iki kutudan da kart adaptörü çıkmadı. Bu verilen siparişe göre eksik bir teslimat ve bunu nasıl telafi edebilirsiniz bilmiyorum. Bu nedenle 5 yıldız veremiyorum. Ama bunun dışında hızlı kargolama, kargo çalışanının şık kıyafeti, nazik konuşması ve titizliği gayet iyi. Bu nedenle 4 yıldız."
"5,0",Kara cuma da 68 tl ya kadar düştü normalde diğer mağazalarda 16 gb tı o kadara alıyorsunuz. Ayrıca hızı bu fiyataki en iyi olanı. Mesela ben Nintendo switch için aldım switch sd kartınız 95 mb hızından sonrası aynı olduğu için nintendo switche mükkemel.
"3,0",Takacağınız cihazın modeline bağlı olarak 80-100 hızlara ulaşan bir sd kart. Uzun söze gerek yok.
