stars,body
"5,0",keşke önceden alıp kullansaydım güzel ürün arkadaşlar metin2lolknight oyun oynayanlar arkanıza bakmadan alın
"5,0",erkek arkadaşıma hediye olarak aldım çok beğendi i̇nanılmaz kaliteli bir ürün
"1,0",severek kullandığım eski g300sim bozulduğu yenisi aldım aynı performansı alamadım 2 ayda çöp oldu mouse
"4,0",eli büyük olanlar zor alışabilir onun dışında kalitesi iyi fiyatına göre
"5,0",umarim amazon sektörü tekeline toplarhızlı güvenilir ürün söylenecek fazla bir yok g300s fiyat performans olarak bir numara
"5,0",daha önce g300s kullanıyordum kesinlikle iyi bir mouse hem oyun photosop ideal
"5,0",tuşların yerleri gayet güzel tek sorunu fazla/en üç mod kullanma zorunluluğu bence alınmasında hiçbir sakınca yok
"5,0",eskiden kullanıyordum başka mouse alıp alışamadım yine bundan aldım kargo 8 saatte kapima geldi teşekkürler
"5,0",ürün kullanışlı sağlambir tuşunun olması bunlara ayrı ayrı komut atanabilmesi güzelkesin tavsiye
"5,0",güzel maus optik maus olarak geçiyor hareketlerinizi iyi takip ediyor sadece tek bir eksigi var benim açımdan tabi elime azcık kücük geldi d
"4,0",kalite hissiyatı yok an elinizide kalacak hissettiriyor makrosu gayet iyi tuşlarda an bozulabilir duruyor imkanınız var üzerine biraz koyup iyi bir mouse almanız iyi olur
"5,0",lol oynuyorsanız size göre değil sağ click ömrü uzun değil onun dışında pek sıkıntısı yok öneririm pişman olmazsınız
"5,0",küçük kullanışlı
"1,0",oyun oynarken silahlı oyunda ateş ederken takılı kalıyor sürekli ateş ediyor oyunda problem var başka oyuna geçtim hala aynı mouse bozuk
"1,0",tam 2 3 ay içinde bozuluyor maouse güzel aldım sorun oldu süre zarfındasıkıntılı
"5,0",aynı ürün elimde vardı csgo yüzünden darbeler aldı 2 günde elime ulaştı hızlı güvenli
"5,0",kaliteli bir ürün
"5,0",ürün güzel tuşların hissiyatı iyi tuşlara rahatlıkla ulaşabilirsiniz üst düzey beklenti içine gitmeyin 30$ bir anca böyle olur
"5,0",güzel ürün kargo hızlı geldi teşekkürler
"4,0",ürün gayet iyi dpi belli aralıklarda oluyor ben full 400 dpi kullanırdım bunda olmuyor geri kalan gayet başarılı
"5,0",17 aralıkta sipariş verdim 19 aralıkta ürün elimdeydiürün paketlemesi güzeldiürün elinize biraz küçük gelebilir
"5,0",knıght online oyun on numara bi mause herkeze tavsiye ederim g300s i
"5,0",oldukça güzel paketlenmişti mouse un yaklaşık 5-6 bin minumum tıklama ömrü olduğunu bunun sizin kullanma şeklinize göre artacağınızı bilmenizde fayda var
"2,0",ürün resdimdeki rengi gelmedi alakasız bir renk geldi
"5,0",göründüğünden küçük iyirenkleri dpiı 3 farklı profilde yazılımıyla 3³²333iyor
"4,0",gayet kullanışlı kaliteli bir ürün oyunlar yardımcı oluyor faydalı ürün
"3,0",kibar kablosu c4 kablosu oyunda felan olursa gerçekleri hissedin demiş
"4,0",bayağı tutulan bir model
"4,0",aynisindan vardı oyunlarda fazla kullanımdan sol tık bozuldu tekrar aldımfiyat performans ürünü
"5,0",beklediğimden güzel geldi kutusu sarılısı herşeyi güzel beğendim teşekkür ederim
"5,0",bayıldım
"5,0",ürün çok hızlı ulaştı elime on numara
"3,0",kullanışı rahat usb kablosu kötü 2 kere bozuldu temassızlıktan kaliteli yapabilirler
"1,0",ürün arızalandığı iade ettim bana denk gelmiş olabilir memnun değilim
"5,0",hatalı bir pcden ön usb kullandığım bozuldu mouse aynısından yine aldım
"5,0",fare değil bildiğin kaplan
"5,0",gayet iyi sadece kırmızı yerine beyaz ledli
"1,0",ürünün scroll butonu kusurlu özellikle aşağı kaydırırken yüksek ses çıkarmakta
"2,0",ürün avuca küçük 12 yaşındaki oğluma göre bile
"5,0",oyun oynamak aldım fiyatına göre baya iyi
"1,0",daha alalı 3 ay olmadan aynı gün içinde sağ sol buton bozuldu
"5,0",bu siteden i̇lk alışveriş yaptım memnun oldum teşekkür ederim
"5,0",güzel ürün hızlı kargo diyeyim teşekkürler
"3,0",tuş takılıyor
"5,0",ürün ele tam oturuyor kullanımı macro ayarları gayet kolay pratik
"5,0",gayet güzel bir fare düşünmeden alabilirsiniz
"5,0",ürün sağlam elime ulaştı bir sıkıntı yaşamadım
"5,0",dönemde iyi mouse
"5,0",eli küçük olanlar efsane bir mouse
"5,0",çok hızlı geldi teşekkürler ürün birebir aynı
"5,0",ürün teslimatı hızlıydı ürün gayet kaliteli memnun kaldım
"5,0",ürün güzel harikateslimat hızlı ürünün siparişini verdikten 2 gün sonra elime ulaştı
"5,0",daha iyisi yok
"5,0",fiyatina gore gayet basarili bir urun solaklar icin tavsiye ederim
"5,0",ürün beklediğimden iyi geldi memnunum
"5,0",oyun aldım oldukça güzel bir ürünyaninda mouse pad yok sadece güzel olurmuş
"5,0",gayet güzel  kullanışlı  fiyat performans ürünüdür
"5,0",fiyat performans cok iyi
"5,0",çok güzel bir mouse herkese öneririm alın aldırın
"5,0",logi̇tech kali̇tesi̇ anlatmaya gerek yok yaşamak lazim
"5,0",tesekkurler
"5,0",hızlı kargo geldi  çok iyi mouse zaten
"5,0",boyutu iyi kalite bakımdan mükemmel
"1,0",para iadesi yapılmadı hala
"5,0",para performans baya iyi
"5,0",süper hızlı kargo ürün iyi
"5,0",ok
"4,0",i̇şimi görüyor
"5,0",good
"5,0",mouse inanılmazzz güzel
"4,0",oyun alacaksanız biraz hafif onun dışında gayet kullanışlı kaliteli
"5,0",ürün fiyatına göre gayet güzel şık kullanışlı ayrıca gönderim hızlıydı
"5,0",başarılı
"5,0",güvenilir
"5,0",güzel hafif fare
"5,0",fiyat performans yönünden iyisi
"5,0",saçma sapan yorumlar yazmayın dpi kimine gelebilir 1080p ekranda 1500dpi gayet akıcı kullanıyorum ürün nereden baksanız 4 yıldır piyasada 3 yıldır kullanıyorum yazılım oyun bir sürü işte kullandım gram sorun yok kablosu falan örgülü değil gayet sağlam sürekli bükerseniz kablo ömrü azalır bu kadar laf edecekseniz gidin wireless mouse alın 200 tl altında alabileceğiniz iyi 2 3 mouse tan biridir
"5,0",yaklaşık 4 yıldır aktif bir şekilde kullandığım mousebir online oyunda hassas algılaması hızı sayesinde kesinlikle bir adım önde başlatıyormakro ayarlanabilir tuşlar fazla yorum yapmaya gerek yok klasik bir durum sağ sol orta roll harici 6 tuş mevcut 9 tuşrenk değişme özelliği sayesinde görenlerin dikkatini çeken tasarımı mevcut görsel olarak iyiele oturma anlamında tam bir cambaz elinizden kayacak dediğiniz anda tam olması gerektiği tepki verebiliyorsunuz sanırım mouseların nissan skylineı benim için yan tutma kısımları elinizden kaymaması özel dizayn edilmiş hoş bir dokusu varhem iş oyun olarak 4 yıldır kullandığımı düşünürseniz bir noktasında boya bozulması  soyulma kozmetik hasar olmadıbaşka diyecek sözüm yok
"4,0",4-5 yıldır kullanıyorum sene 15 yılda bir yenisini almak zorunda kalıyorum çünkü sağ click bozuluyor millette başka sorunlar olmuş bende sadece click sorunu vardı ama sene kendimi ödüllendirip g305 e geçiş yapıcam sanırım az veriyim sene yenisini alırım derseniz elleriniz büyük değilse sizin iyi cihaz bu
"4,0",35 senedir kullanmaktayım 2 sene dolmaya yakın sağ tıkta kronik sorun başladı servise gönderdim düzeldi 15 sene sonra aynı sıkıntı tekrar başladı siz 1 kere basıyorsunuz 2 basmış algılıyor dürbün açmak basıyorsunuz aç-kapa yapıyor 9 tane programlanabilen tuş çoğu farede yoktur bu tuşlara istediğinizi atayın bombalar zıplama tuşu harita tuşu hepsini mousedan kolay yapıyorum klavyede el pozisyonumu değiştirmediğim seri tepki verebiliyorum
"1,0",beyler fiyatına bakıp kanmayın yazılımı zaten sorunlu büyük sorunu 2 yıl doldurduktan sonra lazer sıkıntısı titremeye başlıyo yerinizde kıpırdatmazken kendi kendine kıpırdıyor 2 sorun sol click sorunu basılı kalmalar başlıyo 3 sorun sağ click basmamaya başlıyor d şaka bişey bu
"5,0",yorumları okudum herkes 3-4 ayda tuşlarda sorun veriyor yazmışfakat ben 4 yıldır kullanıyorum5 yıl olmuş olabilir fareyi bir sorun yaşamadım hala ilk günkü çalışıyor
"3,0",bu mouse dönemde alan net araştırmadan alan insandırher gün oyun oynuyorum mousea sevgilim davrandım bana işkenceler çektirdi kötü deği̇l ama şuan alinmaz
"5,0",fiyatına göre gayet güzel bir fare mouse pad olan paketini almak mantıklı bence
"3,0",çok küçük g203 oyun uygun
"5,0",yıllar önce g300si almıştım yıllarca kullanmıştım fakat düşürdüğüm artık hali kalmamıştı yeni bir mouse almaya karar verdim bi ton para verip steelseriesin ağırlıklı mouselarindan aldım oyuncu olduğum oyun mouseu almanın mantıklı olacağını düşünmüştüm fakat steelseries beni hayal kırıklığına uğrattı içerisindeki yapışkan akıp duruyor o nedenle yıllarca kullandığım mükemmel mouseu tekrar almaya karar verdim iyi öyle yapmışım gerçekten alınabilecek iyi mouse oyun ideal uzun yıllar kullanabilirsiniz
"5,0",amazona teşekkür ederim cuma günü sipariş verdim pazartesi 11de elime ulaştı cumartesi pazar günleri yasak olmasa 24 saatten kısa sürede elimde olacaktı amazon prime sahibiyimürünü 2016da almıştım gayet memnun bir şekilde tam 5 sene kullandım 5 yılın sonlarına doğru mouse tıklarında seyrelme başladı mouse tuşlarının yan kısmına kağıt sıkıştırarak sorunsuz şekilde kullanmaya devam ettim i̇stesem herhalde 1-2 sene şekilde kullanabilirdim yenisini almak istedim ürün malzeme kalitesi olsun hissiyatı olsun açıdan mükemmel umarım bi 5 sene kullanabilirim usb 30 destekliyor
"5,0",15 yaşındaki oğlum aldımkendisi zor beğeniraldığı günden beri elinden düşürmüyorkablolu olduğu pil bağlantı vb sorunlar yokteşekkürler
"5,0",uzun süredir kullanıyorum tek beğenmediğim yanı kablolu olması ve olan kablosu örgülü bi kablo olsaydı güzel olurdu i̇lerde sorun yaşamam umarım kablodan haricinde tuşu özelleştirmek hem kendi hafızasının olması kendi hafızasına 3 ayar desteklemesi beni mutlu eden yanları ayrıca 9 tane tuş olması fps oyunlarında 3 adım öne kesinlikle sizi atıyor
"5,0",çok güzel fare fakat yan tuşların sağ sol clik üzerinde olması büyük handikap ben sırf yüzden oyun oynarken rahat edemediğim eşime verdim orta boy bir fare yüzden avucunuz büyükse tavsiye etmem
"5,0",kullanışlı bir fare oyuncular ideal fiyata alınacak iyi farelerden driverı gayet iyi ayrıca sağdaki tuşlarla kopyalama yapıştırma kesme işlemleri yapabiliyorsunuz tavsiye ederim ayrıca cumartesi sipariş verdim pazartesi akşam olmadan geldi
"5,0",amazon prime sağolsun oldukça hızlı geldi ürün gayet güzel paketlenmişti herhangi bir yerinde sıkıntı yoktu mouse zaten kendini kanıtlamış bir mouse gayet güzel kullanışlı kendi hafızasının olması aralarında geçiş yapabilmek bunu fiyatta yapabilmek insana bir mutluluk veriyor
"5,0",ele oturmuyor küçük diyenler kadar küçük bir beklemesin gayet iyi bir el kavraması var tabi eli büyük olanlar değil her türlü işinizi görür logitech gaming software türlü ayarlamasını yapabilirsiniz
"5,0",kargo inanılmaz hızlıydı akşam saatlerinde sipariş verdim 2 gün içersinide elime ulaştı daha önce sol kliğinin switchi bozulana kadar yaklaşık 3 sene kadar kullanmıştım gayet kaliteli bir mouse küçük mouse tercih etmiyorsanız önermiyorum onun dışında gönül rahatlığıyla alabilirsiniz
"5,0",g300 kullanıcısıydım 7 yıl sonunda benim hatamdan dolayı farenin iç aksamını temizlerken bozdum  g300s serisi güncellenmiş bu model gayet keyifli zaten aynı serinin devamı tavsiye edilir bu mouse dert çeker çalışır kolay kolay yolda bırakmaz
"5,0",tek sıkıntısı biraz küçük olması zararı olmuyor oyunlarda akıcı grafik tasarım- montaj durumlarda atamalar yaparak kolaylıkla işlemi gerçekleştirebilirsiniz ayrıca zamandan tasarruf sağlıyor oldukça beğendim  fiyatına göre on numara mouse
"5,0",ben uzun senelerdir 10 senedir mouse alıyorum pc önceden saatıgım onla beraber vermiştim pahalı mouse dan güzel benim hiçbir eksisini görmedim
"5,0",amazon kalitesi sorunsuz alışveriş mouse güzel tek saçma gelen rgb olmasına rağmen renk geçişli kullanamıyorsunuz sadece geçerli olan profili göstermek tek renk yanıyor
"5,0",tekime hızı fps oyunlarda nişan alma hissi iyi fiyat olarak iyi tepkimeye sahip fare fiyat aralığında bir fare arıyorsanız gözünüz kapalı tercih edebilirsiniz
"5,0",elde tutma hissiyatı boyutu tam aradığım gibi kablo uzunluğu gayet uzun makro sayısı yeterli makro yaratma seçeneklerini beğendim kesinlikle öneririm
"5,0",başta mouse elime küçük geldi 1 hafta içinde alıştım bilgisayar uygulamasından ayarlar falan gayet iyi bir mouse
"5,0",abartıldığı kadar küçük değil eli ortalama üzerinde büyük olarak söylüyorum ayrıca driver indirerek mouse’tan maksimum verim alınabilir
"5,0",fiyat performans ürünü ofiste kullanıyorum hem şık duruyor üzerindeki tuşları epey kullanışlı
"5,0",yaklaşık dört beş yıl kadar kullandım önce onun yerine aldığım fare bozulunca bir tane aldım
"5,0",yıllardır kullandığım mouse macro ihtiyacı hissettiğiniz oyunlarda logitech gaming software macro oluşturabilirsiniz
"5,0",teslimat hızlıydı paketleme güzel yapılmış ürünü beğendi arkadaşım zaten önce kullandığı bir üründü
"5,0",mouse harika  kullanımı ele oturması özeleştirilebilir tuşları vs iyi tek sıkıntısı kablolu olması
"5,0",mükemmel urun ilk ciktigi 2013 almistim tam 7 sene kullandim simdi tekrar aldim makrolari cok iyi
"5,0",kaliteli bir mouse tavsiye ederim ayrıca hızlı kargo indirimli fiyat amazon a teşekkürler 👍
"5,0",çok kullanışlı tuş ataması kullanımı gayet rahat kaliteli bir ürün
"5,0",denedik logitech kalitesini burada belli etmiş
"5,0",mükemmel bir mouse eli küçük orta boy olanlar ideal  ele tam oturuyor
"5,0",klasik bir donanım ihtiyacı karşılıyor pürüzsüz kullanım
"5,0",i̇sti kalitesini zaten belli ediyor
"5,0",urun cok kullanisli ergonomik tutusa sahip begendim
"5,0",önceden almıştım yine aldım güzel ideal fiyatta ürün
"5,0",ürün gayet iyi siparişi verdim aynı gün elime ulaştı👍🏻
"5,0",yıllardır kullanıyorum yeğenime aynısından aldım
"5,0",dpi ışık ayarları yapımı gayet iyiydi hızı ideal
"5,0",güzel moouse
"5,0",hızlı güvenli alış veriş kaliteli ürün
"5,0",kullanışı rahat uygulama kullanarak özelleştirilebiliyor üzerindeki tuşa bir komut atanabiliyor üzerinde seçilebilecek renkler var oyunlarda ışıklar özel effektler kullanabiliyor fiyatının uygun olması ürünü harika kılıyor
"5,0",hızlı gönderi oyuncular ideal hele ekstra tuş atama işini sevenler için
"5,0",yaklaşık 5-6 sene kullandıktan sonra artık tıklama sorunları olmaya başlamıştı tekrar satın almaya değer bir ürün özellikleri fazlasıyla iyi yeterli
"5,0",g300 kullanıyordum attık teklemeye başladığında g300s aldım renk dışında hiçbir fark yok diyebilirim g300 gayet rahat kullanışlı
"5,0",yıllardır kullandığım bir fare idi önceki eskiyince tekrardan aldım logitechin yazılımı üzerinden fare üzerindeki tuşa komutlar kopyala yapıştır kapat yenile doğrudan tuşlar alt enter backspace atanabiliyor üstelik farenin rengi ayrı bir kullanıcı modu çalışıyor misal mavi renge tamamıyla yazı yazmak kullandığınız kopyala yapıştır vs atayabilirken pembe renge tamamıyla oyunlarda kullandığınız alt ctrl vs tuşları atayabiliyorsunuz yazılım üzerinden sonradan değiştirilebilecek üç renk seçiyorsunuz bunlar arasında değişim yapılabiliyor ışıksız pembe mavi kırmızı yeşil beyaz gibi renk değiştiği anda mouse üzerinden atadığınız bir tuşla yine tuş atamaları değişiyor renge atadığınız farklı hassaslıklar dahil elbette buna farenin kendi belleğine kaydedildiği fareyi birden fazla bilgisayarda aynı atamalarla kullanabiliyorsunuz yıllardır kullanıyorum önceki beş yıla yakın bir sürede iki ayrı kullanıcı görmüştü eski farem kadar gider düşünüyorum önerilir görseldekinin aynısı geliyor ortalama büyüklükte bir fare ışığı tamamıyla kapatıp kullanabiliyorsunuz
"5,0",satıcıyı tavsiye ediyorum ürün sıfır paketli temiz geldi teşekkürler
"1,0","fiyatına göre kaliteli ürün yaklaşık 58 gb net kullanım alanı mevcut aldıktan sonra biçimlendirip kullanmaya başladım fakat aklınızda bulunsun honor/huawei marka telefonlarda dahili hafıza olarak kullanamıyorsunuz her kadar ayarlar kısmında dahili hafıza dese uygulamalarınızı taşıyamıyorsunuz sadece video fotoğraf şeyleri depolayabiliyorsunuz12/09/20 düzenlemesi  ürün bugün arıza çıkardı içindeki fotoğraf videolarım gitti durduk yere ekranıma bildirim düştü ""bellek kartı hatası""diye sonrasında arızalandı biçimlendirsem yine düzelmedi alacak kişilere uzun kullanım testi bir yorum olsun"
"4,0",siparişi sd card birlikte card adaptörü var vermiştim 2 adet ama iki kutudan kart adaptörü çıkmadı bu verilen siparişe göre eksik bir teslimat bunu telafi edebilirsiniz bilmiyorum bu nedenle 5 yıldız veremiyorum ama bunun dışında hızlı kargolama kargo çalışanının şık kıyafeti nazik konuşması titizliği gayet iyi bu nedenle 4 yıldız
"5,0",kara cuma 68 tl kadar düştü normalde diğer mağazalarda 16 gb tı kadara alıyorsunuz ayrıca hızı fiyataki iyi olanı mesela ben nintendo switch aldım switch sd kartınız 95 mb hızından sonrası aynı olduğu nintendo switche mükkemel
"3,0",takacağınız cihazın modeline bağlı olarak 80-100 hızlara ulaşan bir sd kart uzun söze gerek yok
"4,0",ürün kaliteli zaten san disk bilinen marka yazma hızı ideal 119gb boş olarak geliyor a51 telefonla uyumlu tek sıkıntı vardı sd adaptörü yok içinde açıklamada sd adaptör dahil diyordu ancak çıkmadı bendeki başka bir sd adaptör uydu pc onu kullandım tel gerek yok zaten ama fotoğraf makinesi alacaksanız dikkât edin amazon hızlıca kargoladı sonraki gün elimdeydi üstelik standart kargo geldiği hâlde kadar hızlıydı 1 yıldızı sd adaptörü çıkmadı kırdım
"5,0",kart okuma hızı iyi açmak istediğiniz hangi bir dosyanın aktarım tepkimesi gerçekten süper sandisk işi biliyor önceleride aldığım micro sd katlarda markanındı dipnot olarak unutmayın kaç gb alırsanız alın kartın kendi içindeki işleyişi bir mb ayrılmıştır örneğin aldığım 64 gb lik kart 6340gb boş alana sahip kalan 60mb kartın işlemcisine ayrılmıştır oranlar diğer kartların gb ına göre değişir normal kargo olarak siparişten bir gün sonra gelmesi süpriz oldu güzel paketlenmiş teşekkürler amazon
"5,0","kart sorunsuz çalışıyor tşkbu arada kolay gelsin kargosuna tşk hızlı dağıtım canlı takip ""komşuma gelsin i̇stediğin zaman gelsin farklı adrese gelsin"" özelliklerine bayıldım teknolojiyi sonuna kadar kullanmışlarkeşke bütün kargo firmaları onları örnek alsa"
"5,0",realme x2 cihazımda yaptığım testlerde ürünün 87mb/sn okuma 37 mb/sn yazma hızı var 4k videoları sıkıntısız şekilde kayıt ediyor herhangi bir donma stutteringe rastlamadım yanında sd çevirici adaptörü gelmiyor foto makınası alacaklar dikkat etsin kartın sınıfı xc cihazda çalışmaz fiyatına göre tatmin edici
"5,0",resim müzik videolar telefon hafızanıza ek depolama aracı amaçla kullanıp telefonun kendi hafızasından yer kazanabilirsiniz bu kartın üzerine uygulama kurup çalıştırdığımda aynı uygulamanın telefonun kendi hafızası üzerinden çalışmasına kıyasla uygulamanın yüklenme loading kısımlarında sürenin uzadığı açık şekilde belli oluyor kısacası akıllı telefonlar medya depolama alanı olarak rahatlıkla kullanılabilir 1080p çözünürlükte 60fps video çekimleri telefonumda kart üzerine sorunsuzca yapılabildi 4k 30fps video kayıtlarında sorun yaşanacağını düşünmüyorum
"5,0",ürünün si̇pari̇şi̇ni̇ 09022020 tari̇hi̇nde verdi̇m 2 gün sonra adresi̇mde tesli̇m aldim araç i̇çi̇ kamerasinda kullaniyorum üründen ve amazoncom dan çok memnunum i̇ki̇si̇ni̇ de tavsi̇ye ederi̇m
"1,0","5 ocak 2020 tarihinde sipariş verdim ürün başlığında açıklamasında ""adaptörü birlikte"" yazıyordu ürün elime ulaştığında adaptörü yoktu sadece hafıza kartı çıktı paketten kontrol ettiğimde ürünün başlığından adaptör kısmı kaldırılmıştı neyse 64gb göndermiş buna şükreder olduk bence güvenmeyin"
"5,0",kamera 64 olanı aldım 1 hafta sonra bozuldu amazon hemen iade aldı 128 olandan sipariş verdim aldığım günden beri sorunsuz kullanıyorum kamera gün kayıt yapıp eski kayıtları sildiğinden şimdiye kadar sorunsuz yaptı
"5,0",artık karttan alıyorum hep raspberry pi telefon kamera cihazlarda sürekli bir okuma yazma işlemi bile olsa bozulmayan sahip olduğum tek kart özellikle modeli düşünen herkese öneririm
"1,0",kullanılmış cihazı yolladınız i̇çerisinde başka birisine ait veriler mevcut salt-okunur biçimde olduğundan dolayı format atılamıyor kısacası aldığım ürün çöp çıktı
"1,0",telefondan çıkarmama rağmen bozuldu i̇çinde dosyalarım var telefon okuyamıyor kartı yaparsam yapayım formatlayamadım sandisk in kendi sitesinde çöp oldu yazıyor
"5,0",telefonum icin aldim artik oyle bir hal almisti telefonumun hafizasi doldugundan fotograf cekebiliyordum nede yeni bir uygulama yukleyebiliyordumbu ürün sayesinde dahili hafizayi sd karta tasidim bu arada dahili karttan sdye transfer cok hizli gerceklesiyor kolay gelsin ertesi gün teslim etti tesekkürler amazon kolay gelsin
"5,0",i̇şimi görecek 32gb ultra model arıyordum sandisk senelerdir ürünlerini sorunsuz kullandığım bir marka olduğu yine sandisk’i seçtim bebek kamerasında kullanıyoruz 3 gün durmadan hd kalite görüntü kaydedebiliyor
"5,0",sanırım etkinlik sebebiyle express kargo gönderildi sabah 3te sipariş verdiğim kargo öğlen 15te elimdeydi birkaç kere test yazılımı test ettim hızından ziyade hafızası önemliydi benim yüzden orijinal olduğuna kanaat getirdim
"5,0",ürün mng evime gelmediği mngnin başka subesine yönlendirdim evime direk geldi öncelikli ürün yapıştırılmış kampanyalı fiyattan almıştım ürünün kalitesi zaten tartışılmaz
"5,0",paketleme kargo hizi harika 2 gunde elimde oldu kesinlikle tavsiye ederim eger aksiyon kamerasi drone kullaniyorsaniz 1080p 4k cekim yaparken cihazdan performans alabilmeniz icin100mb /sn okuma yazma hizi olan bir micro sd kart kullanmaniz gerekiyor fiyata cok basarili bir urun
"1,0",kartı bir sony tablette kullanmak aldım ancak 2 ay içinde ürün elektrik arızası vererek bozuldu i̇çindeki verileri kaybettiğim açıkçası sandisk markasına güvenim sarsıldı kesinlikle tavsiye etmiyorum
"5,0",kardeşimin askere gittiği yerde android telefonlar yasak olduğundan müzik dinlenebilecek sd kartlı tuşlu telefon aldık i̇şimizi fazlasıyla görüyor f/p ürünü
"5,0",nintendo switch litea ek hafıza olarak kullanıyorum benzeri nedenden hafıza kartı arayan varsa indirmeler vs gayet hızlı hiçbir sorun yok nintendo uyumu ilgili sadece bir tane otomatik update yapıyor
"1,0",adaptörlü filan değil şimdi bir bilmiş yüzünden mngye git ürünü geri göndermekle uğraş uğraş diğer sitelerde kadar basit bir hata olmuyor bilsem başka yerden alırdım
"4,0",tabletınız telefonunuz ıcın kullanabılecegınız bır kart  ole asırı yazma hızları beklemeyın telefonda 4k cekmıceksenız okuma hızı ıyı sızı uzmez
"5,0",dslr foto makinesinde hızlı olmayan objelerin resimlerini çekmek kullanıyorum gayet memnunum hızlı objeler video iyidir denemediğim bir söyleyemem
"1,0",64gb yerine 16gb yollandı kullanılmış içinde video kayıtları birlikte gönderim yapilmis bu bir sorumsuzluk tür
"1,0",adaptörü birlikte yaziyorsunuz gelen pakette adaptör çıkmadıinsanları kandırmayın
"4,0",günlük kullanım yeterli 1595 gb boş alan kalıyor otomatik biçimlendirme sonrası ancak class 10 artık hızlı data transferi yetersiz kalıyor eğer 2k üstü videolar büyük dosyalar kayıpsız formatta müzik dosyaları transfer ediyorsanız u3 hızındaki extreme serisine para ayırmanız mantıklı olacaktır
"5,0",kutusundan çıkarmadım birer aynısı geldi sd okuyucu yok zaten resimde yok samsung genelde veriyor sd okuyucu amazon hızlı gönderdi
"5,0",amazon satıcılı olan orjinal ürün güvenlik kamerasında kullanıyorum hızı pek yorum yapamayacağım yüzden
"5,0",nintendo switch kullanmak ideal bir ürün hem f/p sandisk kalitesi
"5,0",telefonlar alındı 16 gb yeterli annem babam için kolay gelsin kargo adamdır
"1,0",15 günde geldi bozuk geldi bir sandisk amazon ikisinden uzak duracağım aktarmaya çalıştığım fotoğraflarım silindi cloud sayesinde kurtarabildim
"4,0",ürünü prime üyeliği aldım 15 saat filan geldi okuma read 613 yazma olarak write 205 aldım testi telefonda yaptım kadar sağlıklı bilemem bilgisiyarda anakarta bağlı sd card okuyucuda gerçek değerleri alabiliriz orta segment ortalama böyle ona göre alın
"5,0",ürün kargoda zarar görmeyecek olsa bile kağıtlarla sarılmıştı hafıza kartına geleceksek diğer micro sd ler 29 gb depolama alanı veriyor kısacası alınabilir tavsiye edebilirim
"5,0",bilindik bir marka gb başına 1 tl cüzzi bir fiyatı var fiyat/performans ürünü herhangi bir sorunla karşılaşmadım tavsiye ederim
"5,0",android telefonlar birebir bata iyi geldi benim telefonuma
"3,0",ürün gayet kullanışlı ancak kolay gelsin kargo firması çalışmayın aşırı ciddiyetsiz amatör bir firma firma başlı başına bir risk
"4,0",gayet başarılı veri aktarım hızı iyi ama içerisindeki dosyaları açarken zaman değil bazen saniyeden kısa bir süre takılıp sonra açılıyor bu tabletten mi micro karttan çözemedim
"1,0",yerde micro sd kart var adaptöre kadar para vereceğime adaptörle satılan micro sd kart almak aldım kutuda var bölümünde sd kart adaptörü var yazıyordu yok boşu boşuna kart aldım tekrar
"5,0",ürün xiomi telefonumda sorunsuz çalıştı yer kaplayan videolarımı karta taşıdım kargo hızlıydı sistemde tahmin edilen teslimat tarihi pazartesi yazmasına rağmen cumartesi geldi kart küçük olmasına rağmen bir kutuda korunaklı bir şekilde geldi alışverişten memnun kaldım
"5,0",huawei tabletim aldım takdim herhangi bir sorun yok bu soğuk karlı kış günlerinde hızlı teslimat karşısında şaşırdım amazon alkışı hak ediyor
"4,0",bu ürünü nintendo switch konsolum aldım güzel çalışıyor 10 gblik bir dosyayı 3 saatte aktardı daha önce tip bir ürün kullanmadım bana yavaş geldi bunlara rağmen okuma hızında sorun yok
"5,0",ürünü zamanında aldığımda fiyatı iyiydi yaklaşık 1 yıldır kullanıyorum sıkıntısını görmedim
"4,0",30-40 mb yazma hızı var 4k video vs extreme olan alınabilir
"4,0",başlıkta 100mb/s r olarak ürün yazılmış 633x serisi 30mb/s yazma hızında olan full hd kayıt yapalılabilen serisi gönderildi ürün başlığı gönderilen ürün farklı buna dikkat ederek alın
"5,0",kiz kardesimin nintendo switch lite oyun konsolu icin aldim kendisi gayet memnun kaldi kargo elimize cok hizli ulasti
"5,0",çok üst düzey işler uğraşmıyorsanız hızı kalitesi gayet yerinde güveniler bir markadır
"5,0",saniye 80 mb civarı aktarım hızı sağlıyor fotoğraf makinamda kullanıyorum çekim kayıt hızı arttı tavsiye ederim
"5,0",nintendo switch lite aldım gayet iyi hızlı
"3,0",bu hafıza kartının 95mb/s olan modeli zaman zaman ucuz oluyor acelesi yok hızlı versiyonunu yakalamaya çalışın kutudan adaptör çıkmıyor
"5,0",android ujygulaması olması sebebi kalbimi kazanan sd card fakat yine telefondaki uygulamaları taşımak hız yeterli kalmayabiliyor sadece depolama amaçlı kullanacaksanız kesinlikle tavsiye ederim
"5,0",öncelikle kadar hızlı gelmesine şok geçirdim diyebilirim ürün iyi gayet hızlı işliyor videoları vs mükemmel bir sd card tavsiye ederim ben 128 lik aldım bir tekrar tekrar uğraşmayım
"5,0",uygun fiyatlı güzel ürün hızlı sevkiyat teşekkür ediyorum
